Order_ID,Order_Date,Order_Priority,Customer_ID,Industry_name,Province,Region,Channel,Product_ID,Sales,Quantity,Unit_Price,Discount,Profit,Returned_Reason
CT-2011-146591,1/20/24,Medium,TS-21340,Thiết bị gia dụng,Cần Thơ,Miền Tây Nam Bộ,Store,OFF-EN-10002504,108.72,5,21.744,0.2,36.693,
CT-2011-146591,1/20/24,Low,TS-21340,Thiết bị gia dụng,Cần Thơ,Miền Tây Nam Bộ,Store,FUR-BO-10001972,181.47,5,36.294,0.7,-320.597,
VP-2011-147627,1/21/24,High,HL-15040,Thiết bị điện tử,Vĩnh Phúc,Miền Bắc,Store,TEC-PH-10001061,699.93,7,99.99,0,181.9818,Wrong item
VP-2011-147627,1/21/24,Medium,HL-15040,Thiết bị gia dụng,Vĩnh Phúc,Miền Bắc,Store,OFF-AR-10002375,22.96,7,3.28,0,6.6584,
VP-2011-147627,1/21/24,Medium,HL-15040,Thiết bị gia dụng,Vĩnh Phúc,Miền Bắc,Store,FUR-FU-10003194,38.6,4,9.65,0,11.58,
VP-2011-147627,1/21/24,Medium,HL-15040,Thiết bị gia dụng,Vĩnh Phúc,Miền Bắc,Store,OFF-AR-10003811,6.63,3,2.21,0,1.7901,
VP-2011-147627,1/21/24,Medium,HL-15040,Thiết bị gia dụng,Vĩnh Phúc,Miền Bắc,Store,OFF-EN-10001539,23.34,3,7.78,0,10.9698,
VP-2011-147627,1/21/24,High,HL-15040,Thiết bị gia dụng,Vĩnh Phúc,Miền Bắc,Store,FUR-CH-10002331,1067.94,3,355.98,0,224.2674,
HC-2011-148614,1/21/24,Medium,MV-17485,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-PA-10002893,19.36,2,9.68,0,9.2928,None
HC-2011-148614,1/21/24,Medium,MV-17485,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,FUR-FU-10003194,19.3,2,9.65,0,5.79,
ĐT-2011-167927,1/21/24,Medium,XP-21865,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-ST-10000760,13.98,1,13.98,0,4.0542,
ĐT-2011-167927,1/21/24,Medium,XP-21865,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,FUR-FU-10002918,272.94,3,90.98,0,30.0234,None
ĐT-2011-167927,1/21/24,Medium,XP-21865,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-BI-10000605,19.05,5,3.81,0,8.9535,None
ĐT-2011-167927,1/21/24,High,XP-21865,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-AP-10002311,247.716,4,61.929,0.1,93.5816,None
ĐT-2011-167927,1/21/24,Medium,XP-21865,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-ST-10003123,66.58,2,33.29,0,15.9792,None
ĐT-2011-167927,1/21/24,Medium,XP-21865,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-AR-10004456,43.92,3,14.64,0,12.7368,None
ĐT-2011-167927,1/21/24,Medium,XP-21865,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,FUR-FU-10002268,14.73,3,,0,4.8609,None
ĐT-2011-167927,1/21/24,Medium,XP-21865,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-BI-10004364,29.7,5,5.94,0,13.365,None
HC-2011-147774,1/21/24,Low,MM-18280,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-BI-10003091,67.194,1,67.194,0.7,-51.5154,None
NA-2011-110422,1/22/24,Medium,TB-21400,Thiết bị gia dụng,Nghệ An,Miền Trung,Store,FUR-FU-10001889,25.248,3,8.416,0.2,4.1028,
BR-2011-102645,1/24/24,Medium,IM-15055,Thiết bị gia dụng,Bà Rịa - Vũng Tàu,Miền Đông Nam Bộ,Store,OFF-PA-10001804,40.08,6,6.68,0,19.2384,
HG-2011-146997,1/24/24,Low,SG-20605,Thiết bị gia dụng,Hà Giang,Miền Bắc,Agent,OFF-FA-10003444,5.94,3,1.98,0,0,
BD-2011-155502,1/27/24,Medium,SD-20485,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Store,FUR-FU-10004587,62.82,3,20.94,0,30.7818,
BD-2011-155502,1/27/24,Low,SD-20485,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Store,OFF-ST-10004337,489.92,8,61.24,0,0,
BD-2011-155502,1/27/24,Medium,SD-20485,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Store,OFF-PA-10003072,19.44,3,6.48,0,9.3312,
BD-2011-155502,1/27/24,Medium,SD-20485,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Store,OFF-PA-10000380,16.68,2,8.34,0,8.34,
BD-2011-155502,1/27/24,Low,SD-20485,Thiết bị điện tử,Bình Dương,Miền Đông Nam Bộ,Store,TEC-PH-10004833,155.35,13,11.95,0,0,
BD-2011-155502,1/27/24,Medium,SD-20485,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Store,FUR-FU-10001847,12.42,3,4.14,0,4.4712,
BD-2011-155502,1/27/24,High,SD-20485,Thiết bị điện tử,Bình Dương,Miền Đông Nam Bộ,Store,TEC-PH-10002103,187.98,2,93.99,0,52.6344,
HC-2011-167997,1/27/24,Medium,CA-11965,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-BI-10001758,10.68,2,5.34,0,5.0196,
HC-2011-167997,1/27/24,Medium,CA-11965,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,FUR-BO-10004409,141.96,2,70.98,0,39.7488,
HC-2011-117163,1/28/24,Medium,EJ-13720,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-ST-10003692,57.23,1,57.23,0,14.3075,
HC-2011-117163,1/28/24,Low,EJ-13720,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,FUR-TA-10003469,333,3,111,0.2,-16.65,
HC-2011-117163,1/28/24,Medium,EJ-13720,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-AR-10003179,36.44,4,9.11,0,12.0252,
HC-2011-100328,1/29/24,Medium,JC-15340,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-BI-10000343,3.928,1,3.928,0.2,1.3257,
HN-2011-134103,1/31/24,Medium,MV-18190,Thiết bị gia dụng,Hà Nội,Miền Bắc,Store,OFF-PA-10001204,10.56,2,5.28,0,4.752,
HN-2011-134103,1/31/24,Medium,MV-18190,Thiết bị gia dụng,Hà Nội,Miền Bắc,Store,OFF-ST-10000991,229.94,2,114.97,0,6.8982,
BP-2011-115161,2/1/24,Medium,LC-17050,Thiết bị gia dụng,Bình Phước,Miền Đông Nam Bộ,Agent,FUR-BO-10003966,290.666,2,145.333,0.15,3.4196,
HN-2011-140795,2/2/24,High,BD-11500,Thiết bị điện tử,Hà Nội,Miền Bắc,Store,TEC-AC-10001432,59.9,6,9.983333333,0,206.316,
TH-2011-139857,2/3/24,Medium,CD-12790,Thiết bị gia dụng,Thanh Hóa,Miền Trung,Agent,OFF-FA-10001843,12.35,5,2.47,0,5.8045,
HC-2011-123400,2/3/24,Low,EB-13930,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-BI-10000666,18.336,2,9.168,0.7,-12.224,
HC-2011-123400,2/3/24,Medium,EB-13930,Thiết bị điện tử,Hồ Chí Minh,Miền Đông Nam Bộ,Store,TEC-PH-10002890,180.96,5,36.192,0.2,13.572,
BD-2011-111059,2/4/24,Medium,TB-21400,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Agent,OFF-BI-10004593,83.84,2,41.92,0.2,27.248,
BD-2011-111059,2/4/24,Medium,TB-21400,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Agent,OFF-BI-10002827,13.272,3,4.424,0.2,4.3134,
ĐN-2011-107181,2/5/24,Medium,DB-13270,Thiết bị gia dụng,Đà Nẵng,Miền Trung,Store,OFF-PA-10000350,34.24,4,8.56,0,16.0928,
HG-2011-104808,2/5/24,Medium,MH-17440,Thiết bị gia dụng,Hà Giang,Miền Bắc,Online,OFF-BI-10003676,17.248,2,8.624,0.2,6.0368,
HN-2011-131905,2/7/24,Medium,ND-18460,Thiết bị gia dụng,Hà Nội,Miền Bắc,Agent,OFF-LA-10002787,15,4,,0,7.2,
HN-2011-131905,2/7/24,Medium,ND-18460,Thiết bị điện tử,Hà Nội,Miền Bắc,agent,TEC-PH-10003645,161.61,1,161.61,0,42.0186,
HN-2011-131905,2/7/24,Medium,ND-18460,Thiết bị điện tử,Hà Nội,Miền Bắc,agent,TEC-PH-10001615,144.95,5,28.99,0,42.0355,
GL-2011-108182,2/7/24,Low,DL-13315,Thiết bị gia dụng,Gia Lai,Miền Trung,agent,OFF-BI-10001196,8.952,2,4.476,0.8,-14.7708,
VP-2011-107755,2/8/24,Medium,CK-12760,Thiết bị điện tử,Vĩnh Phúc,Miền Bắc,Store,TEC-AC-10000710,115.36,7,16.48,0,49.6048,
TT-2011-169390,2/8/24,Medium,CS-12250,Thiết bị gia dụng,Thừa Thiên Huế,Miền Trung,Store,OFF-ST-10001558,64.96,4,16.24,0,9.744,
HN-2011-125759,2/9/24,Medium,NM-18445,Thiết bị gia dụng,Hà Nội,Miền Bắc,Store,FUR-FU-10002111,-14.56,2,7.28,0,5.5328,
BP-2011-127614,2/12/24,High,NF-18385,Thiết bị điện tử,Bình Phước,Miền Đông Nam Bộ,Online,TEC-AC-10001432,234.45,3,78.15,0,103.158,Damaged
BP-2011-127614,2/12/24,High,NF-18385,Thiết bị gia dụng,Bình Phước,Miền Đông Nam Bộ,Online,FUR-TA-10003715,1256.22,6,209.37,0,75.3732,
BP-2011-127614,2/12/24,Medium,NF-18385,Thiết bị gia dụng,Bình Phước,Miền Đông Nam Bộ,Online,OFF-BI-10003291,17.46,2,8.73,0,8.2062,
HC-2011-168368,2/12/24,Medium,GA-14725,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,FUR-CH-10001146,60.89,1,60.89,0,15.2225,
HC-2011-168368,2/12/24,Medium,GA-14725,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-LA-10004853,14.94,3,4.98,0,6.8724,
HC-2011-168368,2/12/24,Medium,GA-14725,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-BI-10004728,9.64,2,4.82,0,4.4344,
HC-2011-168368,2/12/24,High,GA-14725,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,FUR-FU-10002298,332.94,3,110.98,0,53.2704,
HC-2011-168368,2/12/24,Medium,GA-14725,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-BI-10004654,51.9,3,17.3,0,24.393,
HC-2011-168368,2/12/24,Medium,GA-14725,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-ST-10002583,64.96,2,32.48,0,2.5984,
BD-2011-110674,2/13/24,Low,SC-20095,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Online,FUR-CH-10000225,129.568,2,64.784,0.2,-24.294,
ĐN-2011-107706,2/15/24,Medium,ST-20530,Thiết bị gia dụng,Đồng Nai,Miền Đông Nam Bộ,agent,OFF-PA-10000466,16.176,3,5.392,0.2,6.066,
QN-2011-121762,2/15/24,High,ML-17395,Thiết bị điện tử,Quảng Ninh,Miền Bắc,Store,TEC-AC-10000736,139.97,-3,79.99,-0.1,86.3892,
QN-2011-121762,2/15/24,Medium,ML-17395,Thiết bị gia dụng,Quảng Ninh,Miền Bắc,Store,OFF-AP-10001293,81.96,2,40.98,0,22.9488,
QN-2011-121762,2/15/24,Medium,ML-17395,Thiết bị gia dụng,Quảng Ninh,Miền Bắc,Store,OFF-SU-10000157,238.62,2,119.31,0,4.7724,
ĐN-2011-165568,2/16/24,Medium,BF-11020,Thiết bị gia dụng,Đà Nẵng,Miền Trung,Online,OFF-BI-10001031,21.36,5,4.272,0.2,7.209,
HC-2011-122567,2/17/24,Low,MN-17935,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,agent,OFF-BI-10002012,1.08,3,0.36,0.8,-1.728,
HC-2011-122567,2/17/24,Low,MN-17935,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,agent,OFF-AP-10001303,7.96,2,3.98,0.8,-13.93,
ĐN-2011-154165,2/18/24,Medium,DL-13315,Thiết bị gia dụng,Đồng Nai,Miền Đông Nam Bộ,Online,OFF-AR-10003631,54.208,14,3.872,0.2,8.8088,
ĐN-2011-165589,2/19/24,Low,TB-21595,Thiết bị gia dụng,Đà Nẵng,Miền Trung,agent,FUR-FU-10002396,25.16,5,5.032,0.6,-11.322,
HT-2011-152905,2/19/24,Low,AB-10015,Thiết bị gia dụng,Hà Tỉnh,Miền Trung,Store,OFF-ST-10000321,12.624,2,6.312,0.2,-2.5248,
VP-2011-109491,2/21/24,Medium,LC-16930,Thiết bị điện tử,Vĩnh Phúc,Miền Bắc,Store,TEC-AC-10001284,62.31,3,20.77,0,22.4316,
VP-2011-109491,2/21/24,Medium,LC-16930,Thiết bị gia dụng,Vĩnh Phúc,Miền Bắc,Store,FUR-FU-10000221,20.32,4,5.08,0,6.9088,
TH-2011-164903,2/21/24,Medium,SR-20740,Thiết bị gia dụng,Thanh Hóa,Miền Trung,agent,OFF-PA-10003363,12.96,2,6.48,0,6.2208,
BP-2011-165540,2/22/24,Low,TM-21010,Thiết bị gia dụng,Bình Phước,Miền Đông Nam Bộ,Store,OFF-BI-10004094,8.85,5,1.77,0.8,-13.7175,
HT-2011-133354,2/23/24,Medium,SA-20830,Thiết bị gia dụng,Hà Tỉnh,Miền Trung,Store,OFF-PA-10001800,19.44,3,6.48,0,9.3312,
HN-2011-103744,2/24/24,Medium,MG-17875,Thiết bị gia dụng,Hà Nội,Miền Bắc,Store,OFF-LA-10004425,6.936,3,2.312,0.2,2.3409,""""""
HN-2011-103744,2/24/24,Low,MG-17875,Thiết bị gia dụng,Hà Nội,Miền Bắc,Store,OFF-BI-10000320,4.428,3,1.476,0.8,-6.8634,
ĐN-2011-137680,2/25/24,Medium,JH-15430,Thiết bị gia dụng,Đà Nẵng,Miền Trung,agent,OFF-PA-10000174,32.896,4,8.224,0.2,11.1024,
ĐN-2011-137680,2/25/24,Medium,JH-15430,Thiết bị gia dụng,Đà Nẵng,Miền Trung,agent,OFF-PA-10000069,22.776,3,7.592,0.2,7.6869,
TH-2011-156545,2/28/24,Medium,JS-16030,Thiết bị gia dụng,Thanh Hóa,Miền Trung,Online,OFF-AR-10003560,19.456,4,4.864,0.2,3.4048,
TH-2011-104269,3/1/24,High,DB-13060,Thiết bị gia dụng,Thanh Hóa,Miền Trung,Online,FUR-CH-10004063,457.568,2,228.784,0.2,51.4764,
VP-2011-143707,3/1/24,Medium,HR-14770,Thiết bị điện tử,Vĩnh Phúc,Miền Bắc,Online,TEC-PH-10003655,5.94,3,1.98,0,1.6038,
HC-2011-113880,3/1/24,Low,VF-21715,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,agent,FUR-CH-10000863,634.116,6,105.686,0.3,-172.1172,
HC-2011-113880,3/1/24,Medium,VF-21715,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,agent,OFF-PA-10003036,17.472,3,5.824,0.2,5.6784,
ĐN-2011-131009,3/1/24,Low,SC-20380,Thiết bị gia dụng,Đồng Nai,Miền Đông Nam Bộ,agent,OFF-FA-10004395,18.84,5,3.768,0.2,-3.5325,
ĐN-2011-131009,3/1/24,Low,SC-20380,Thiết bị gia dụng,Đồng Nai,Miền Đông Nam Bộ,Agent,FUR-CH-10001270,362.25,6,60.375,0.3,0,
ĐN-2011-131009,3/1/24,Low,SC-20380,Thiết bị gia dụng,Đồng Nai,Miền Đông Nam Bộ,Agent,FUR-FU-10001095,63.552,6,10.592,0.6,-34.9536,
ĐN-2011-131009,3/1/24,Low,SC-20380,Thiết bị gia dụng,Đồng Nai,Miền Đông Nam Bộ,Agent,OFF-ST-10001469,129.552,3,43.184,0.2,-22.6716,
BR-2011-168312,3/1/24,Medium,GW-14605,Thiết bị gia dụng,Bà Rịa - Vũng Tàu,Miền Đông Nam Bộ,Agent,OFF-ST-10003692,137.352,3,45.784,0.2,8.5845,
BR-2011-168312,3/1/24,Low,GW-14605,Thiết bị gia dụng,Bà Rịa - Vũng Tàu,Miền Đông Nam Bộ,Agent,FUR-TA-10001866,376.509,3,125.503,0.3,-43.0296,
HC-2011-107524,3/2/24,Medium,KN-16705,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-EN-10001990,11.36,2,5.68,0,5.3392,
HC-2011-107524,3/2/24,Medium,KN-16705,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-PA-10000587,36.4,5,7.28,-0.05,17.472,
KH-2011-111157,3/2/24,Medium,NH-18610,Thiết bị gia dụng,Khánh Hòa,Miền Trung,Store,OFF-PA-10000327,3.424,1,3.424,0.2,1.07,
KH-2011-111157,3/2/24,Medium,NH-18610,Thiết bị điện tử,Khánh Hòa,Miền Trung,Store,TEC-AC-10004353,151.2,3,50.4,0.2,32.13,
HC-2011-155852,3/3/24,Medium,AJ-10945,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-AR-10003560,19.456,4,4.864,0.2,3.4048,
ĐN-2011-127964,3/3/24,Medium,AP-10720,Thiết bị điện tử,Đồng Nai,Miền Đông Nam Bộ,Store,TEC-PH-10004700,9.99,1,9.99,0,4.5954,
ĐN-2011-127964,3/3/24,Medium,AP-10720,Thiết bị gia dụng,Đồng Nai,Miền Đông Nam Bộ,Store,OFF-BI-10004593,125.76,3,41.92,0.2,40.872,
ĐN-2011-127964,3/3/24,Medium,AP-10720,Thiết bị gia dụng,Đồng Nai,Miền Đông Nam Bộ,Store,OFF-BI-10003429,25.32,5,5.064,0.2,9.1785,
HN-2011-127978,3/3/24,Medium,JS-15595,Thiết bị gia dụng,Hà Nội,Miền Bắc,Online,OFF-LA-10000305,15.12,3,5.04,0.2,4.914,
HN-2011-127978,3/3/24,Low,JS-15595,Thiết bị gia dụng,Hà Nội,Miền Bắc,Online,FUR-BO-10001972,302.45,5,60.49,0.5,-199.617,
HN-2011-127978,3/3/24,Low,JS-15595,Thiết bị gia dụng,Hà Nội,Miền Bắc,Online,OFF-ST-10002486,44.672,8,5.584,0.2,-10.0512,
HT-2011-130421,3/3/24,Low,SC-20020,Thiết bị gia dụng,Hà Tỉnh,Miền Trung,Online,OFF-AP-10002534,176.772,3,58.924,0.8,-459.6072,
ĐN-2011-105648,3/3/24,Low,EJ-14155,Thiết bị gia dụng,,,,,,,,,,
ĐN-2011-116239,3/4/24,Medium,CL-12565,Thiết bị gia dụng,Đà Nẵng,Miền Trung,Store,OFF-ST-10001370,354.9,5,70.98,0,17.745,
HC-2011-117016,3/4/24,Medium,SC-20095,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-AR-10001374,15.552,3,5.184,0.2,2.3328,
HC-2011-169061,3/5/24,Medium,AB-10150,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-AR-10000588,59.52,3,19.84,0,15.4752,
HC-2011-169061,3/5/24,High,AB-10150,Thiết bị điện tử,Hồ Chí Minh,Miền Đông Nam Bộ,Store,TEC-AC-10002001,479.97,3,159.99,0,177.5889,
HC-2011-169061,3/5/24,Medium,AB-10150,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-SU-10000381,18.62,2,9.31,0,5.3998,""""""
HC-2011-169061,3/5/24,Medium,AB-10150,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-BI-10001617,49.632,6,8.272,0.2,16.7508,
